ID,StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Distance,Equipment_aircraft1_EquipmentCode,Equipment_aircraft2_EquipmentCode,Equipment_aircraft3_EquipmentCode,Equipment_aircraft4_EquipmentCode,Equipment_aircraft5_EquipmentCode,Equipment_aircraft6_EquipmentCode,Equipment_aircraft7_EquipmentCode,Equipment_aircraft8_EquipmentCode,Equipment_aircraft9_EquipmentCode
ADBHELXQ,ADB,HEL,XQ,2454,738,,,,,,,,
ADBHTYPC,ADB,HTY,PC,834,738,,,,,,,,
ADBIST8Q,ADB,IST,8Q,331,320,,,,,,,,
ADBISTKK,ADB,IST,KK,331,320,,,,,,,,
ADBISTPC,ADB,IST,PC,331,738,,,,,,,,
ADBISTTK,ADB,IST,TK,331,320,738,330,319,739,321,343,73W,77W
ADBLGWTO,ADB,LGW,TO,2567,75W,,,,,,,,
ADBLGWU2,ADB,LGW,U2,2567,320,,,,,,,,
ADBLUXLG,ADB,LUX,LG,2086,73H,,,,,,,,
ADBLYSXQ,ADB,LYS,XQ,1994,738,,,,,,,,
ADBMANTO,ADB,MAN,TO,2797,75W,,,,,,,,
ADBMQMPC,ADB,MQM,PC,1189,738,,,,,,,,
ADBMUCLH,ADB,MUC,LH,1667,319,321,320,,,,,,
ADBMUCXQ,ADB,MUC,XQ,1667,738,,,,,,,,
ADBNTEXQ,ADB,NTE,XQ,2530,738,,,,,,,,
ADBSAWPC,ADB,SAW,PC,343,738,320,,,,,,,
ADBSAWTK,ADB,SAW,TK,343,738,320,,,,,,,
ADBSAWXQ,ADB,SAW,XQ,343,738,,,,,,,,
ADBSTNPC,ADB,STN,PC,2574,738,,,,,,,,
ADBSTRPC,ADB,STR,PC,1844,738,,,,,,,,
ADBSTRXQ,ADB,STR,XQ,1844,738,,,,,,,,
ADBSXBXQ,ADB,SXB,XQ,1937,738,,,,,,,,
ADBTXLXQ,ADB,TXL,XQ,1913,738,,,,,,,,
ADBTZXPC,ADB,TZX,PC,1121,738,,,,,,,,
ADBTZXXQ,ADB,TZX,XQ,1121,738,,,,,,,,
ADBVASPC,ADB,VAS,PC,858,738,,,,,,,,
ADBVIEXQ,ADB,VIE,XQ,1386,738,,,,,,,,
ADBZRHXQ,ADB,ZRH,XQ,1820,738,,,,,,,,
ADDABVET,ADD,ABV,ET,3462,77L,,,,,,,,
ADDACCET,ADD,ACC,ET,4312,738,,,,,,,,
ADDAMHET,ADD,AMH,ET,353,DH8,,,,,,,,
ADDASOET,ADD,ASO,ET,476,DH8,,,,,,,,
ADDAXUET,ADD,AXU,ET,575,DH8,,,,,,,,
ADDBAHGF,ADD,BAH,GF,2292,320,,,,,,,,
ADDBEYET,ADD,BEY,ET,2783,738,,,,,,,,
ADDBJRET,ADD,BJR,ET,334,DH8,,,,,,,,
ADDBKKET,ADD,BKK,ET,6758,763,,,,,,,,
ADDBKKSQ,ADD,BKK,SQ,6758,763,,,,,,,,
ADDBKOET,ADD,BKO,ET,5116,763,,,,,,,,
ADDBOMET,ADD,BOM,ET,3835,788,,,,,,,,
ADDCAIET,ADD,CAI,ET,2474,73W,738,,,,,,,
ADDCAIMS,ADD,CAI,MS,2474,738,,,,,,,,
ADDCANCA,ADD,CAN,CA,8038,77W,,,,,,,,
ADDCANET,ADD,CAN,ET,8038,77W,,,,,,,,
ADDCDGET,ADD,CDG,ET,5581,763,,,,,,,,
ADDCOOET,ADD,COO,ET,4022,73W,752,,,,,,,
ADDDARET,ADD,DAR,ET,1764,738,73W,,,,,,,
ADDDELET,ADD,DEL,ET,4552,752,,,,,,,,
ADDDIRET,ADD,DIR,ET,343,DH8,73W,,,,,,,
ADDDLAET,ADD,DLA,ET,3259,763,,,,,,,,
ADDDMMET,ADD,DMM,ET,2264,73W,,,,,,,,
ADDDOHQR,ADD,DOH,QR,1447,320,,,,,,,,
ADDDXBEK,ADD,DXB,EK,2519,332,,,,,,,,
ADDDXBET,ADD,DXB,ET,2519,77L,738,788,763,,,,,
ADDDXBFZ,ADD,DXB,FZ,2519,73H,,,,,,,,
ADDEBBET,ADD,EBB,ET,1218,763,73W,,,,,,,
ADDENUET,ADD,ENU,ET,3452,752,,,,,,,,
ADDFBMET,ADD,FBM,ET,2605,738,73W,,,,,,,
ADDFCOET,ADD,FCO,ET,4481,763,,,,,,,,
ADDFIHET,ADD,FIH,ET,2985,788,,,,,,,,
ADDFRAET,ADD,FRA,ET,5349,788,,,,,,,,
ADDGDQET,ADD,GDQ,ET,421,DH8,,,,,,,,
ADDGMBET,ADD,GMB,ET,475,DH8,,,,,,,,
ADDHGAET,ADD,HGA,ET,584,DH8,,,,,,,,
ADDHKGET,ADD,HKG,ET,8107,788,,,,,,,,
ADDHREET,ADD,HRE,ET,3110,788,,,,,,,,
ADDISTTK,ADD,IST,TK,3692,738,,,,,,,,
ADDJEDET,ADD,JED,ET,1413,738,752,,,,,,,
ADDJEDLH,ADD,JED,LH,1413,333,,,,,,,,
ADDJEDSV,ADD,JED,SV,1413,320,,,,,,,,
ADDJIBET,ADD,JIB,ET,556,DH8,73W,,,,,,,
ADDJIBKQ,ADD,JIB,KQ,556,E90,,,,,,,,
ADDJIBMS,ADD,JIB,MS,556,DH8,73W,,,,,,,
ADDJIJET,ADD,JIJ,ET,453,DH8,,,,,,,,
ADDJIMET,ADD,JIM,ET,262,DH8,,,,,,,,
ADDJNBET,ADD,JNB,ET,4068,77L,,,,,,,,
ADDJROET,ADD,JRO,ET,1393,763,,,,,,,,
ADDJUBET,ADD,JUB,ET,916,DH8,73W,,,,,,,
ADDKGLET,ADD,KGL,ET,1550,738,,,,,,,,
ADDKRTET,ADD,KRT,ET,1000,DH8,738,,,,,,,
ADDKRTSD,ADD,KRT,SD,1000,320,,,,,,,,
ADDKWIET,ADD,KWI,ET,2446,738,,,,,,,,
ADDKWIKU,ADD,KWI,KU,2446,73W,,,,,,,,
ADDLADET,ADD,LAD,ET,3457,77W,,,,,,,,
ADDLADMS,ADD,LAD,MS,3457,77W,,,,,,,,
ADDLBVET,ADD,LBV,ET,3388,738,,,,,,,,
ADDLFWET,ADD,LFW,ET,4148,788,73W,,,,,,,
ADDLHRET,ADD,LHR,ET,5920,788,77L,,,,,,,
ADDLLWET,ADD,LLW,ET,2591,738,,,,,,,,
ADDLOSET,ADD,LOS,ET,3916,77L,,,,,,,,
ADDLUNET,ADD,LUN,ET,2934,788,,,,,,,,
ADDMBAET,ADD,MBA,ET,1450,738,DH8,,,,,,,
ADDMCTET,ADD,MCT,ET,2633,73W,,,,,,,,
ADDMCTWY,ADD,MCT,WY,2633,73G,,,,,,,,
ADDMPMET,ADD,MPM,ET,3939,73W,738,,,,,,,
ADDMQXET,ADD,MQX,ET,506,738,DH8,73W,,,,,,
ADDNBOET,ADD,NBO,ET,1164,763,738,,,,,,,
ADDNBOKQ,ADD,NBO,KQ,1164,E90,,,,,,,,
ADDNBOOZ,ADD,NBO,OZ,1164,763,,,,,,,,
ADDNDJET,ADD,NDJ,ET,2620,738,752,763,,,,,,
ADDNIMET,ADD,NIM,ET,4021,752,,,,,,,,
ADDOUAET,ADD,OUA,ET,4417,752,,,,,,,,
ADDPEKCA,ADD,PEK,CA,8329,77L,,,,,,,,
ADDPEKET,ADD,PEK,ET,8329,77L,,,,,,,,
ADDPNRET,ADD,PNR,ET,3354,738,,,,,,,,
ADDPVGET,ADD,PVG,ET,8831,788,77L,,,,,,,
ADDRUHET,ADD,RUH,ET,1964,738,,,,,,,,
ADDRUHSV,ADD,RUH,SV,1964,320,,,,,,,,
ADDSAHIY,ADD,SAH,IY,932,310,330,,,,,,,
ADDSSGET,ADD,SSG,ET,3374,763,,,,,,,,
ADDSZEET,ADD,SZE,ET,394,DH8,,,,,,,,
ADDTLVET,ADD,TLV,ET,2593,763,,,,,,,,
ADEAHBFO,ADE,AHB,FO,653,CR7,,,,,,,,
ADEAMMIY,ADE,AMM,IY,2295,310,,,,,,,,
ADEAMMRJ,ADE,AMM,RJ,2295,320,E95,E75,,,,,,
ADEASMUE,ADE,ASM,UE,714,320,,,,,,,,
ADEAUHIY,ADE,AUH,IY,1639,320,,,,,,,,
ADEBBOXU,ADE,BBO,XU,272,EM2,,,,,,,,
ADEBOMIY,ADE,BOM,IY,3053,320,,,,,,,,
ADECAIIY,ADE,CAI,IY,2379,320,,,,,,,,
ADEDMMFO,ADE,DMM,FO,1596,CR7,,,,,,,,
ADEDOHIY,ADE,DOH,IY,1710,320,,,,,,,,
ADEDXBIY,ADE,DXB,IY,1756,310,320,,,,,,,
ADEDXBUE,ADE,DXB,UE,1756,320,,,,,,,,
ADEGXFFO,ADE,GXF,FO,534,CR7,,,,,,,,
ADEISTTK,ADE,IST,TK,3505,738,,,,,,,,
ADEJEDIY,ADE,JED,IY,1165,320,330,,,,,,,
ADEJEDSV,ADE,JED,SV,1165,320,,,,,,,,
ADEMGQFO,ADE,MGQ,FO,1203,CR7,,,,,,,,
ADERIYFO,ADE,RIY,FO,512,CR7,,,,,,,,
ADERUHIY,ADE,RUH,IY,1360,310,,,,,,,,
ADESAHFO,ADE,SAH,FO,307,CR7,,,,,,,,
ADESAHIY,ADE,SAH,IY,307,320,CR2,310,,,,,,
ADESHJFO,ADE,SHJ,FO,1772,CR7,,,,,,,,
ADFISTTK,ADF,IST,TK,904,738,320,,,,,,,
ADKANCAS,ADK,ANC,AS,1913,734,73Q,,,,,,,
ADLAKLJQ,ADL,AKL,JQ,3251,320,,,,,,,,
ADLAKLNZ,ADL,AKL,NZ,3251,320,,,,,,,,
ADLASPQF,ADL,ASP,QF,1317,73H,,,,,,,,
ADLBHQZL,ADL,BHQ,ZL,426,SF3,,,,,,,,
ADLBNEJQ,ADL,BNE,JQ,1620,320,,,,,,,,
ADLBNEQF,ADL,BNE,QF,1620,73H,,,,,,,,
ADLBNETT,ADL,BNE,TT,1620,320,,,,,,,,
ADLCBRQF,ADL,CBR,QF,970,73H,,,,,,,,
ADLCEDZL,ADL,CED,ZL,545,SF3,,,,,,,,
ADLCNSJQ,ADL,CNS,JQ,2132,320,,,,,,,,
ADLCPDZL,ADL,CPD,ZL,748,SF3,,,,,,,,
ADLDPSJQ,ADL,DPS,JQ,3760,320,,,,,,,,
ADLDPSVA,ADL,DPS,VA,3760,73H,,,,,,,,
ADLDRWJQ,ADL,DRW,JQ,2621,320,,,,,,,,
ADLDRWQF,ADL,DRW,QF,2621,73H,,,,,,,,
ADLDXBEK,ADL,DXB,EK,11006,77W,,,,,,,,
ADLHKGCX,ADL,HKG,CX,6876,333,,,,,,,,
ADLKGCZL,ADL,KGC,ZL,125,SF3,,,,,,,,
ADLKULD7,ADL,KUL,D7,5682,330,,,,,,,,
ADLKULMH,ADL,KUL,MH,5682,333,,,,,,,,
ADLMELJQ,ADL,MEL,JQ,642,320,,,,,,,,
ADLMELQF,ADL,MEL,QF,642,73H,,,,,,,,
ADLMELTT,ADL,MEL,TT,642,320,,,,,,,,
ADLMGBZL,ADL,MGB,ZL,371,SF3,,,,,,,,
ADLMQLZL,ADL,MQL,ZL,335,SF3,,,,,,,,
ADLOOLJQ,ADL,OOL,JQ,1604,320,,,,,,,,
ADLPERJQ,ADL,PER,JQ,2115,320,,,,,,,,
ADLPERQF,ADL,PER,QF,2115,73H,,,,,,,,
ADLPLOZL,ADL,PLO,ZL,245,SF3,,,,,,,,
ADLPUGSH,ADL,PUG,SH,281,SWM,,,,,,,,
ADLSINET,ADL,SIN,ET,5402,333,,,,,,,,
ADLSINSQ,ADL,SIN,SQ,5402,333,,,,,,,,
ADLSYDJQ,ADL,SYD,JQ,1164,320,,,,,,,,
ADLSYDQF,ADL,SYD,QF,1164,73H,717,,,,,,,
ADLSYDTT,ADL,SYD,TT,1164,320,,,,,,,,
ADLWYAZL,ADL,WYA,ZL,230,SF3,,,,,,,,
ADQAKK8D,ADQ,AKK,8D,136,CNA,,,,,,,,
ADQANC7H,ADQ,ANC,7H,406,DH8,BE1,,,,,,,
ADQANCAS,ADQ,ANC,AS,406,734,73Q,,,,,,,
ADQAOS2O,ADQ,AOS,2O,85,BNI,,,,,,,,
ADQKKB2O,ADQ,KKB,2O,50,BNI,,,,,,,,
ADQKLN2O,ADQ,KLN,2O,91,BNI,,,,,,,,
ADQKOZ2O,ADQ,KOZ,2O,19,BNI,,,,,,,,
ADQKOZ8D,ADQ,KOZ,8D,19,CNA,,,,,,,,
ADQOLH2O,ADQ,OLH,2O,75,BNI,,,,,,,,
ADQOLH8D,ADQ,OLH,8D,75,CNA,,,,,,,,
ADQORI8D,ADQ,ORI,8D,26,CNA,,,,,,,,
ADUMHDIR,ADU,MHD,IR,1019,100,,,,,,,,
ADUTHREP,ADU,THR,EP,390,AT7,100,,,,,,,
ADUTHRIR,ADU,THR,IR,390,100,,,,,,,,
ADZBOGAV,ADZ,BOG,AV,1208,320,,,,,,,,
ADZPTYCM,ADZ,PTY,CM,466,E90,,,,,,,,
ADZPVA9R,ADZ,PVA,9R,94,L4T,,,,,,,,
AEBCANHU,AEB,CAN,HU,6999,738,,,,,,,,
AEBCKGG5,AEB,CKG,G5,7791,CR9,,,,,,,,
AEBKWLG5,AEB,KWL,G5,7363,CR9,,,,,,,,
AEPASUAR,AEP,ASU,AR,1040,737,,,,,,,,
AEPBHIAR,AEP,BHI,AR,571,737,,,,,,,,
AEPBRCAR,AEP,BRC,AR,1335,737,,,,,,,,
AEPBRCLA,AEP,BRC,LA,1335,320,,,,,,,,
AEPCORAR,AEP,COR,AR,649,737,,,,,,,,
AEPCRDAR,AEP,CRD,AR,1464,737,,,,,,,,
AEPFLNAR,AEP,FLN,AR,1211,737,,,,,,,,
AEPFTEAR,AEP,FTE,AR,2068,737,,,,,,,,
AEPGIGAR,AEP,GIG,AR,1969,737,,,,,,,,
AEPGRUAR,AEP,GRU,AR,1694,737,,,,,,,,
AEPGRUG3,AEP,GRU,G3,1694,738,,,,,,,,
AEPGRUJJ,AEP,GRU,JJ,1694,320,,,,,,,,
AEPIGRAR,AEP,IGR,AR,1051,737,,,,,,,,
AEPIGRLA,AEP,IGR,LA,1051,320,,,,,,,,
AEPJUJAR,AEP,JUJ,AR,1302,737,,,,,,,,
AEPMDQ8R,AEP,MDQ,8R,383,SF3,,,,,,,,
AEPMDQAR,AEP,MDQ,AR,383,737,,,,,,,,
AEPMDZAR,AEP,MDZ,AR,979,737,,,,,,,,
AEPMDZLA,AEP,MDZ,LA,979,320,,,,,,,,
AEPMVD5Q,AEP,MVD,5Q,220,AT7,,,,,,,,
AEPMVDAR,AEP,MVD,AR,220,737,,,,,,,,
AEPNQNAR,AEP,NQN,AR,995,737,,,,,,,,
AEPPDP5Q,AEP,PDP,5Q,305,AT7,,,,,,,,
AEPPMYOY,AEP,PMY,OY,1080,M82,,,,,,,,
AEPPOAAR,AEP,POA,AR,849,737,,,,,,,,
AEPPRA8R,AEP,PRA,8R,362,SF3,,,,,,,,
AEPPSSAR,AEP,PSS,AR,831,737,,,,,,,,
AEPRELAR,AEP,REL,AR,1129,737,,,,,,,,
AEPRESAR,AEP,RES,AR,793,737,,,,,,,,
AEPRGAAR,AEP,RGA,AR,2258,737,,,,,,,,
AEPRGLAR,AEP,RGL,AR,2087,737,,,,,,,,
AEPROS8R,AEP,ROS,8R,286,SF3,,,,,,,,
AEPSCLAR,AEP,SCL,AR,1147,737,,,,,,,,
AEPSCLLA,AEP,SCL,LA,1147,320,,,,,,,,
AEPSDEAR,AEP,SDE,AR,940,737,,,,,,,,
AEPSFN8R,AEP,SFN,8R,387,SF3,,,,,,,,
AEPSLAAR,AEP,SLA,AR,1276,737,,,,,,,,
AEPSLALA,AEP,SLA,LA,1276,320,,,,,,,,
AEPSLAOY,AEP,SLA,OY,1276,M82,,,,,,,,
AEPTUCAR,AEP,TUC,AR,1070,737,,,,,,,,
AEPTUCLA,AEP,TUC,LA,1070,320,,,,,,,,
AEPUAQAR,AEP,UAQ,AR,989,737,,,,,,,,
AEPUAQLA,AEP,UAQ,LA,989,320,,,,,,,,
AEPUSHAR,AEP,USH,AR,2381,737,,,,,,,,
AERDMES7,AER,DME,S7,1338,319,320,738,,,,,,
AERDMEU6,AER,DME,U6,1338,320,,,,,,,,
AERDMEUN,AER,DME,UN,1338,734,735,,,,,,,
AERDMEY7,AER,DME,Y7,1338,738,,,,,,,,
AERDYU7J,AER,DYU,7J,2470,735,,,,,,,,
AEREVNQN,AER,EVN,QN,520,735,,,,,,,,
AEREVNSU,AER,EVN,SU,520,319,,,,,,,,
AERISTSU,AER,IST,SU,957,319,,,,,,,,
AERISTTK,AER,IST,TK,957,321,,,,,,,,
AERKIV9U,AER,KIV,9U,946,EM2,,,,,,,,
AERKJAY7,AER,KJA,Y7,3914,738,,,,,,,,
AERKRRR3,AER,KRR,R3,187,DH4,,,,,,,,
AERKRRSU,AER,KRR,SU,187,319,,,,,,,,
AERKZN2B,AER,KZN,2B,1507,CR2,,,,,,,,
AERLBDSZ,AER,LBD,SZ,2476,737,,,,,,,,
AERLBDU6,AER,LBD,U6,2476,320,,,,,,,,
AERLEDSU,AER,LED,SU,1933,319,320,,,,,,,
AERMSQB2,AER,MSQ,B2,1449,735,CRJ,,,,,,,
AEROMSSU,AER,OMS,SU,2705,319,,,,,,,,
AERSVOSU,AER,SVO,SU,1404,321,738,320,,,,,,
AERSVXSU,AER,SVX,SU,2081,319,,,,,,,,
AERSVXU6,AER,SVX,U6,2081,320,,,,,,,,
AERTASHY,AER,TAS,HY,2409,767,,,,,,,,
AERTASSU,AER,TAS,SU,2409,319,,,,,,,,
AERTZXPC,AER,TZX,PC,273,738,,,,,,,,
AERVKOUN,AER,VKO,UN,1364,73G,,,,,,,,
AESALCDY,AES,ALC,DY,2738,73H,,,,,,,,
AESBGOSK,AES,BGO,SK,257,736,,,,,,,,
AESBGOWF,AES,BGO,WF,257,DH3,DH4,,,,,,,
AESCPHSK,AES,CPH,SK,857,CR2,CR9,,,,,,,
AESGDNW6,AES,GDN,W6,1155,320,,,,,,,,
AESLGWDY,AES,LGW,DY,1324,73H,,,,,,,,
AESOSLDY,AES,OSL,DY,374,733,73H,,,,,,,
AESOSLSK,AES,OSL,SK,374,738,73G,736,73W,73H,,,,
AESRIXBT,AES,RIX,BT,1175,DH4,,,,,,,,
AESTRDSK,AES,TRD,SK,262,736,,,,,,,,
AESVNOW6,AES,VNO,W6,1409,320,,,,,,,,
AETBTT8V,AET,BTT,8V,63,CNC,,,,,,,,
AETFAI8V,AET,FAI,8V,291,CNC,,,,,,,,
AETHUS8V,AET,HUS,8V,93,CNC,,,,,,,,
AEYRKVNY,AEY,RKV,NY,249,F50,DH8,,,,,,,
AFLCGBAD,AFL,CGB,AD,643,E90,,,,,,,,
AFZTHREP,AFZ,THR,EP,568,100,,,,,,,,
AGAAMSHV,AGA,AMS,HV,2705,73H,,,,,,,,
AGABRUAT,AGA,BRU,AT,2561,319,,,,,,,,
AGABRUHQ,AGA,BRU,HQ,2561,320,,,,,,,,
AGABRUSN,AGA,BRU,SN,2561,319,,,,,,,,
AGACDGU2,AGA,CDG,U2,2310,319,,,,,,,,
AGACMNAT,AGA,CMN,AT,380,73G,AT7,738,,,,,,
AGACRLFR,AGA,CRL,FR,2519,738,,,,,,,,
AGADUSDE,AGA,DUS,DE,2686,32S,,,,,,,,
AGAEUNAT,AGA,EUN,AT,512,738,,,,,,,,
AGAFRADE,AGA,FRA,DE,2656,32S,,,,,,,,
AGALEJDE,AGA,LEJ,DE,2946,32S,,,,,,,,
AGALGWTO,AGA,LGW,TO,2438,73H,,,,,,,,
AGALGWU2,AGA,LGW,U2,2438,319,,,,,,,,
AGALILHQ,AGA,LIL,HQ,2479,320,,,,,,,,
AGALILTO,AGA,LIL,TO,2479,73H,,,,,,,,
AGALUXLG,AGA,LUX,LG,2514,73W,73H,,,,,,,
AGALYSU2,AGA,LYS,U2,2124,319,,,,,,,,
AGAMANTO,AGA,MAN,TO,2625,73H,,,,,,,,
AGAMANZB,AGA,MAN,ZB,2625,320,,,,,,,,
AGAMRSFR,AGA,MRS,FR,1949,738,,,,,,,,
AGAMUCDE,AGA,MUC,DE,2691,32S,,,,,,,,
AGAORYAT,AGA,ORY,AT,2276,738,,,,,,,,
AGAORYTO,AGA,ORY,TO,2276,73H,320,,,,,,,
AGASXFU2,AGA,SXF,U2,3083,320,,,,,,,,
AGAVILAT,AGA,VIL,AT,978,738,,,,,,,,
AGBMRSST,AGB,MRS,ST,708,FRJ,,,,,,,,
AGFDCMA5,AGF,DCM,A5,153,AT5,,,,,,,,
AGFORYA5,AGF,ORY,A5,524,AT5,,,,,,,,
AGHARNSK,AGH,ARN,SK,478,736,S20,73W,717,73H,AT7,,,
AGHBMADC,AGH,BMA,DC,454,AT7,,,,,,,,
AGMKUSGL,AGM,KUS,GL,3023,BH2,,,,,,,,
AGNTKEJ5,AGN,TKE,J5,49,DHP,,,,,,,,
AGPAALDY,AGP,AAL,DY,2507,73H,,,,,,,,
AGPAARFR,AGP,AAR,FR,2458,738,,,,,,,,
AGPAMSHV,AGP,AMS,HV,1884,73H,73W,,,,,,,
AGPAMSVY,AGP,AMS,VY,1884,320,,,,,,,,
AGPARNDY,AGP,ARN,DY,3016,73H,,,,,,,,
AGPARNSK,AGP,ARN,SK,3016,73H,,,,,,,,
AGPBCNFR,AGP,BCN,FR,766,738,,,,,,,,
AGPBCNVY,AGP,BCN,VY,766,320,,,,,,,,
AGPBFSLS,AGP,BFS,LS,2004,733,,,,,,,,
AGPBFSU2,AGP,BFS,U2,2004,319,,,,,,,,
AGPBGODY,AGP,BGO,DY,2716,73H,,,,,,,,
AGPBGYFR,AGP,BGY,FR,1550,738,,,,,,,,
AGPBHDEI,AGP,BHD,EI,1998,320,,,,,,,,
AGPBHXFR,AGP,BHX,FR,1768,738,,,,,,,,
AGPBHXZB,AGP,BHX,ZB,1768,321,,,,,,,,
AGPBIOVY,AGP,BIO,VY,749,320,,,,,,,,
AGPBLKLS,AGP,BLK,LS,1904,733,,,,,,,,
AGPBLLFR,AGP,BLL,FR,2356,738,,,,,,,,
AGPBLQFR,AGP,BLQ,FR,1590,738,,,,,,,,
AGPBODV7,AGP,BOD,V7,961,717,,,,,,,,
AGPBOHFR,AGP,BOH,FR,1583,738,,,,,,,,
AGPBREFR,AGP,BRE,FR,2093,738,,,,,,,,
AGPBRSFR,AGP,BRS,FR,1641,738,,,,,,,,
AGPBRSU2,AGP,BRS,U2,1641,320,319,,,,,,,
AGPBRUFR,AGP,BRU,FR,1735,738,,,,,,,,
AGPBRUHQ,AGP,BRU,HQ,1735,320,,,,,,,,
AGPBRUSN,AGP,BRU,SN,1735,320,319,,,,,,,
AGPBRUVY,AGP,BRU,VY,1735,320,,,,,,,,
AGPBSLU2,AGP,BSL,U2,1564,319,320,,,,,,,
AGPBTSFR,AGP,BTS,FR,2181,738,,,,,,,,
AGPBUDW6,AGP,BUD,W6,2284,320,,,,,,,,
AGPBVAFR,AGP,BVA,FR,1518,738,,,,,,,,
AGPBVELG,AGP,BVE,LG,1592,73W,,,,,,,,
AGPCDGU2,AGP,CDG,U2,1486,319,320,,,,,,,
AGPCDGUX,AGP,CDG,UX,1486,738,,,,,,,,
AGPCGNAB,AGP,CGN,AB,1829,738,,,,,,,,
AGPCGNDY,AGP,CGN,DY,1829,73H,,,,,,,,
AGPCGNFR,AGP,CGN,FR,1829,738,,,,,,,,
AGPCIAFR,AGP,CIA,FR,1575,738,,,,,,,,
AGPCMNAT,AGP,CMN,AT,463,AT7,,,,,,,,
AGPCPHDY,AGP,CPH,DY,2472,73H,,,,,,,,
AGPCPHSK,AGP,CPH,SK,2472,321,,,,,,,,
AGPCPHVY,AGP,CPH,VY,2472,320,,,,,,,,
AGPCRLFR,AGP,CRL,FR,1691,738,,,,,,,,
AGPCWLTO,AGP,CWL,TO,1640,73H,,,,,,,,
AGPCWLVY,AGP,CWL,VY,1640,320,,,,,,,,
AGPDMEVY,AGP,DME,VY,3794,320,,,,,,,,
AGPDTMFR,AGP,DTM,FR,1907,738,,,,,,,,
AGPDUBEI,AGP,DUB,EI,1867,330,320,,,,,,,
AGPDUBFR,AGP,DUB,FR,1867,738,,,,,,,,
AGPDUSAB,AGP,DUS,AB,1853,332,321,,,,,,,
AGPDUSLH,AGP,DUS,LH,1853,320,,,,,,,,
AGPEDIFR,AGP,EDI,FR,2145,738,,,,,,,,
AGPEDILS,AGP,EDI,LS,2145,733,,,,,,,,
AGPEINFR,AGP,EIN,FR,1819,738,,,,,,,,
AGPEINHV,AGP,EIN,HV,1819,73H,73W,,,,,,,
AGPEMAFR,AGP,EMA,FR,1813,738,,,,,,,,
AGPEMALS,AGP,EMA,LS,1813,733,73H,,,,,,,
AGPEMAZB,AGP,EMA,ZB,1813,321,,,,,,,,
AGPEXTBE,AGP,EXT,BE,1566,E95,,,,,,,,
AGPFCOAZ,AGP,FCO,AZ,1547,319,320,,,,,,,
AGPFCOVY,AGP,FCO,VY,1547,320,,,,,,,,
AGPFKBFR,AGP,FKB,FR,1689,738,,,,,,,,
AGPFMMFR,AGP,FMM,FR,1741,738,,,,,,,,
AGPFMOFR,AGP,FMO,FR,1967,738,,,,,,,,
AGPFRALH,AGP,FRA,LH,1817,321,320,,,,,,,
AGPGLALS,AGP,GLA,LS,2135,73H,738,,,,,,,
AGPGLATO,AGP,GLA,TO,2135,75W,,,,,,,,
AGPGLAU2,AGP,GLA,U2,2135,320,319,,,,,,,
AGPGOTDY,AGP,GOT,DY,2640,73H,,,,,,,,
AGPGOTSK,AGP,GOT,SK,2640,73H,,,,,,,,
AGPGSEFR,AGP,GSE,FR,2636,738,,,,,,,,
AGPGVALX,AGP,GVA,LX,1380,320,AR1,,,,,,,
AGPGVAU2,AGP,GVA,U2,1380,319,320,,,,,,,
AGPHAJVY,AGP,HAJ,VY,2076,320,,,,,,,,
AGPHAMAB,AGP,HAM,AB,2192,320,738,321,,,,,,
AGPHAMDY,AGP,HAM,DY,2192,73H,,,,,,,,
AGPHAMVY,AGP,HAM,VY,2192,320,,,,,,,,
AGPHAUFR,AGP,HAU,FR,2616,738,,,,,,,,
AGPHELAY,AGP,HEL,AY,3353,320,32B,321,,,,,,
AGPHELDY,AGP,HEL,DY,3353,73H,,,,,,,,
AGPHHNFR,AGP,HHN,FR,1752,738,,,,,,,,
AGPIBZFR,AGP,IBZ,FR,571,738,,,,,,,,
AGPIBZUX,AGP,IBZ,UX,571,738,,,,,,,,
AGPISTTK,AGP,IST,TK,2907,738,,,,,,,,
AGPKRKFR,AGP,KRK,FR,2446,738,,,,,,,,
AGPLBAFR,AGP,LBA,FR,1924,738,,,,,,,,
AGPLBALS,AGP,LBA,LS,1924,73H,733,752,75W,,,,,
AGPLGWBA,AGP,LGW,BA,1645,319,734,320,,,,,,
AGPLGWDY,AGP,LGW,DY,1645,73H,,,,,,,,
AGPLGWTO,AGP,LGW,TO,1645,73H,,,,,,,,
AGPLGWU2,AGP,LGW,U2,1645,320,319,,,,,,,
AGPLGWZB,AGP,LGW,ZB,1645,321,752,,,,,,,
AGPLHRBA,AGP,LHR,BA,1676,320,,,,,,,,
AGPLILHQ,AGP,LIL,HQ,1659,320,,,,,,,,
AGPLPAVY,AGP,LPA,VY,1410,320,,,,,,,,
AGPLPLFR,AGP,LPL,FR,1857,738,,,,,,,,
AGPLPLU2,AGP,LPL,U2,1857,319,,,,,,,,
AGPLTNTO,AGP,LTN,TO,1721,73H,,,,,,,,
AGPLTNU2,AGP,LTN,U2,1721,319,320,,,,,,,
AGPLTNZB,AGP,LTN,ZB,1721,321,320,,,,,,,
AGPLUXLG,AGP,LUX,LG,1678,73W,ER4,73H,,,,,,
AGPLYSIB,AGP,LYS,IB,1285,320,,,,,,,,
