ID,StartingAirport_IATA3,DestinationAirport_IATA3,Airline_IATA2,Distance,Equipment_aircraft1_EquipmentCode,Equipment_aircraft2_EquipmentCode,Equipment_aircraft3_EquipmentCode,Equipment_aircraft4_EquipmentCode,Equipment_aircraft5_EquipmentCode,Equipment_aircraft6_EquipmentCode,Equipment_aircraft7_EquipmentCode,Equipment_aircraft8_EquipmentCode,Equipment_aircraft9_EquipmentCode
BTSAGPFR,BTS,AGP,FR,2181,738,,,,,,,,
BTSAHOFR,BTS,AHO,FR,1096,738,,,,,,,,
BTSBGYFR,BTS,BGY,FR,634,738,,,,,,,,
BTSBHXFR,BTS,BHX,FR,1423,738,,,,,,,,
BTSBVAFR,BTS,BVA,FR,1113,738,,,,,,,,
BTSCIAFR,BTS,CIA,FR,796,738,,,,,,,,
BTSCRLFR,BTS,CRL,FR,958,738,,,,,,,,
BTSDUBFR,BTS,DUB,FR,1741,738,,,,,,,,
BTSEDIFR,BTS,EDI,FR,1642,738,,,,,,,,
BTSGROFR,BTS,GRO,FR,1329,738,,,,,,,,
BTSKSCOK,BTS,KSC,OK,302,AT4,AT7,,,,,,,
BTSLPLFR,BTS,LPL,FR,1517,738,,,,,,,,
BTSLTNFR,BTS,LTN,FR,1318,738,,,,,,,,
BTSOSLDY,BTS,OSL,DY,1393,73H,733,,,,,,,
BTSPMIFR,BTS,PMI,FR,1501,738,,,,,,,,
BTSPRGOK,BTS,PRG,OK,304,AT4,AT7,,,,,,,
BTSPRGQS,BTS,PRG,QS,304,AT4,AT7,,,,,,,
BTSSTNFR,BTS,STN,FR,1278,738,,,,,,,,
BTSTPSFR,BTS,TPS,FR,1203,738,,,,,,,,
BTTAET8V,BTT,AET,8V,63,CNC,,,,,,,,
BTTAKP4W,BTT,AKP,4W,136,PA2,,,,,,,,
BTTAKP8V,BTT,AKP,8V,136,CNC,,,,,,,,
BTTCXF4W,BTT,CXF,4W,70,PA2,,,,,,,,
BTTFAI8V,BTT,FAI,8V,287,CNC,,,,,,,,
BTUKCHAK,BTU,KCH,AK,348,320,,,,,,,,
BTUKCHMH,BTU,KCH,MH,348,738,,,,,,,,
BTUKULAK,BTU,KUL,AK,1257,320,,,,,,,,
BTUKULMH,BTU,KUL,MH,1257,738,,,,,,,,
BTVDCAAA,BTV,DCA,AA,703,CRJ,,,,,,,,
BTVDCAUS,BTV,DCA,US,703,CRJ,,,,,,,,
BTVEWRUA,BTV,EWR,UA,428,DH4,,,,,,,,
BTVJFKB6,BTV,JFK,B6,429,E90,,,,,,,,
BTVLGADL,BTV,LGA,DL,415,CR7,,,,,,,,
BTVPHLAA,BTV,PHL,AA,540,E90,,,,,,,,
BTVPHLUS,BTV,PHL,US,540,E90,,,,,,,,
BTVSFBG4,BTV,SFB,G4,1886,M80,,,,,,,,
BUALNVPX,BUA,LNV,PX,348,DH8,,,,,,,,
BUAPOMPX,BUA,POM,PX,935,100,,,,,,,,
BUARABCG,BUA,RAB,CG,281,DH8,,,,,,,,
BUARABPX,BUA,RAB,PX,281,100,DH8,,,,,,,
BUCDMDQ6,BUC,DMD,Q6,78,DH1,,,,,,,,
BUCONGQ6,BUC,ONG,Q6,127,DH1,,,,,,,,
BUDAGPW6,BUD,AGP,W6,2284,320,,,,,,,,
BUDAMSKL,BUD,AMS,KL,1168,737,,,,,,,,
BUDARNDY,BUD,ARN,DY,1361,73H,,,,,,,,
BUDATHA3,BUD,ATH,A3,1123,320,,,,,,,,
BUDBCNFR,BUD,BCN,FR,1522,738,,,,,,,,
BUDBCNW6,BUD,BCN,W6,1522,320,,,,,,,,
BUDBEGB2,BUD,BEG,B2,302,CRJ,735,,,,,,,
BUDBEGJU,BUD,BEG,JU,302,AT7,,,,,,,,
BUDBGYFR,BUD,BGY,FR,756,738,,,,,,,,
BUDBLLFR,BUD,BLL,FR,1155,738,,,,,,,,
BUDBRIW6,BUD,BRI,W6,728,320,,,,,,,,
BUDBRSFR,BUD,BRS,FR,1642,738,,,,,,,,
BUDBRUSN,BUD,BRU,SN,1139,AR1,,,,,,,,
BUDBSLU2,BUD,BSL,U2,880,319,320,,,,,,,
BUDBVAFR,BUD,BVA,FR,1281,738,,,,,,,,
BUDCAIMS,BUD,CAI,MS,2189,E70,,,,,,,,
BUDCDGAF,BUD,CDG,AF,1247,318,321,320,319,,,,,
BUDCDGU2,BUD,CDG,U2,1247,319,,,,,,,,
BUDCGN4U,BUD,CGN,4U,958,319,320,CRJ,,,,,,
BUDCIAFR,BUD,CIA,FR,818,738,,,,,,,,
BUDCPHDY,BUD,CPH,DY,1017,73H,,,,,,,,
BUDCPHSK,BUD,CPH,SK,1017,320,,,,,,,,
BUDCRLFR,BUD,CRL,FR,1130,738,,,,,,,,
BUDCRLW6,BUD,CRL,W6,1130,320,,,,,,,,
BUDCTAW6,BUD,CTA,W6,1160,320,,,,,,,,
BUDDOHQR,BUD,DOH,QR,3304,321,320,,,,,,,
BUDDTMW6,BUD,DTM,W6,954,320,,,,,,,,
BUDDUBEI,BUD,DUB,EI,1914,320,,,,,,,,
BUDDUBFR,BUD,DUB,FR,1914,738,,,,,,,,
BUDDUSLH,BUD,DUS,LH,999,319,,,,,,,,
BUDDWCW6,BUD,DWC,W6,4025,320,,,,,,,,
BUDEDILS,BUD,EDI,LS,1812,733,,,,,,,,
BUDEINW6,BUD,EIN,W6,1096,320,,,,,,,,
BUDEMALS,BUD,EMA,LS,1578,733,,,,,,,,
BUDFCOAZ,BUD,FCO,AZ,837,32S,319,,,,,,,
BUDFCOW6,BUD,FCO,W6,837,320,,,,,,,,
BUDFRALH,BUD,FRA,LH,834,733,320,321,735,32A,,,,
BUDGSEW6,BUD,GSE,W6,1251,320,,,,,,,,
BUDGVAU2,BUD,GVA,U2,1008,319,320,,,,,,,
BUDGYDW6,BUD,GYD,W6,2564,320,,,,,,,,
BUDHAM4U,BUD,HAM,4U,949,CRJ,,,,,,,,
BUDHELAY,BUD,HEL,AY,1479,320,319,,,,,,,
BUDHELDY,BUD,HEL,DY,1479,73H,,,,,,,,
BUDHHNW6,BUD,HHN,W6,922,320,,,,,,,,
BUDIEVW6,BUD,IEV,W6,881,320,,,,,,,,
BUDISTTK,BUD,IST,TK,1046,321,738,320,319,739,,,,
BUDKRRU6,BUD,KRR,U6,1550,320,,,,,,,,
BUDLBALS,BUD,LBA,LS,1631,733,,,,,,,,
BUDLCAW6,BUD,LCA,W6,1837,320,,,,,,,,
BUDLGWDY,BUD,LGW,DY,1464,73H,,,,,,,,
BUDLGWU2,BUD,LGW,U2,1464,319,,,,,,,,
BUDLHRBA,BUD,LHR,BA,1489,320,,,,,,,,
BUDLISTP,BUD,LIS,TP,2480,320,321,319,,,,,,
BUDLTNU2,BUD,LTN,U2,1491,319,320,,,,,,,
BUDLTNW6,BUD,LTN,W6,1491,320,,,,,,,,
BUDMADFR,BUD,MAD,FR,1975,738,,,,,,,,
BUDMADW6,BUD,MAD,W6,1975,320,,,,,,,,
BUDMANFR,BUD,MAN,FR,1654,738,,,,,,,,
BUDMANLS,BUD,MAN,LS,1654,733,,,,,,,,
BUDMLAKM,BUD,MLA,KM,1347,320,,,,,,,,
BUDMLAW6,BUD,MLA,W6,1347,320,,,,,,,,
BUDMMXW6,BUD,MMX,W6,987,320,,,,,,,,
BUDMSQB2,BUD,MSQ,B2,945,CRJ,735,,,,,,,
BUDMUCLH,BUD,MUC,LH,566,320,E95,CR9,319,321,,,,
BUDMXPW6,BUD,MXP,W6,829,320,,,,,,,,
BUDNAPW6,BUD,NAP,W6,829,320,,,,,,,,
BUDNYOW6,BUD,NYO,W6,1272,320,,,,,,,,
BUDORYTO,BUD,ORY,TO,1259,73H,,,,,,,,
BUDOSLDY,BUD,OSL,DY,1513,733,,,,,,,,
BUDOTPRO,BUD,OTP,RO,616,AT5,AT7,,,,,,,
BUDPRGOK,BUD,PRG,OK,471,AT7,,,,,,,,
BUDPRGQS,BUD,PRG,QS,471,AT7,,,,,,,,
BUDPSAFR,BUD,PSA,FR,806,738,,,,,,,,
BUDRIXBT,BUD,RIX,BT,1102,DH4,735,,,,,,,
BUDROVU6,BUD,ROV,U6,1545,320,,,,,,,,
BUDRTMHV,BUD,RTM,HV,1176,73W,73H,,,,,,,
BUDSAWW6,BUD,SAW,W6,1081,320,,,,,,,,
BUDSKGW6,BUD,SKG,W6,824,320,,,,,,,,
BUDSTNFR,BUD,STN,FR,1451,738,,,,,,,,
BUDSTR4U,BUD,STR,4U,758,319,CRJ,,,,,,,
BUDSVOSU,BUD,SVO,SU,1563,320,,,,,,,,
BUDSXFU2,BUD,SXF,U2,686,319,320,,,,,,,
BUDTLVLY,BUD,TLV,LY,2166,738,,,,,,,,
BUDTLVW6,BUD,TLV,W6,2166,320,,,,,,,,
BUDTMPFR,BUD,TMP,FR,1579,738,,,,,,,,
BUDTSFFR,BUD,TSF,FR,575,738,,,,,,,,
BUDTXLAB,BUD,TXL,AB,711,73G,319,,,,,,,
BUDVKOW6,BUD,VKO,W6,1534,320,,,,,,,,
BUDWAWLO,BUD,WAW,LO,540,E70,E75,,,,,,,
BUDWAWW6,BUD,WAW,W6,540,320,,,,,,,,
BUDZAGQR,BUD,ZAG,QR,308,321,320,,,,,,,
BUDZRHLX,BUD,ZRH,LX,804,AR1,100,320,319,,,,,
BUFATLDL,BUF,ATL,DL,1147,M90,M88,,,,,,,
BUFBOSB6,BUF,BOS,B6,635,E90,,,,,,,,
BUFBWIWN,BUF,BWI,WN,453,73W,733,73C,,,,,,
BUFCLEUA,BUF,CLE,UA,308,DH3,,,,,,,,
BUFCLTAA,BUF,CLT,AA,880,320,319,737,,,,,,
BUFCLTUS,BUF,CLT,US,880,320,319,734,,,,,,
BUFDTWDL,BUF,DTW,DL,387,M88,319,320,M90,ERJ,,,,
BUFFLLWN,BUF,FLL,WN,1880,73W,,,,,,,,
BUFJFKB6,BUF,JFK,B6,484,E90,320,,,,,,,
BUFLASWN,BUF,LAS,WN,3189,73H,738,,,,,,,
BUFLGADL,BUF,LGA,DL,469,CR7,,,,,,,,
BUFMCOB6,BUF,MCO,B6,1630,320,,,,,,,,
BUFMCOWN,BUF,MCO,WN,1630,73C,73W,,,,,,,
BUFMDWWN,BUF,MDW,WN,752,738,73W,73H,,,,,,
BUFORDUA,BUF,ORD,UA,760,739,738,320,,,,,,
BUFORDUS,BUF,ORD,US,760,CR7,,,,,,,,
BUFPHLAA,BUF,PHL,AA,448,DH3,,,,,,,,
BUFPHXWN,BUF,PHX,WN,3071,73W,,,,,,,,
BUFTPAWN,BUF,TPA,WN,1699,73W,,,,,,,,
BULPOMPX,BUL,POM,PX,1140,DH8,,,,,,,,
BUNBOG9R,BUN,BOG,9R,330,AT5,,,,,,,,
BUQHREUM,BUQ,HRE,UM,349,732,,,,,,,,
BUQJNBUM,BUQ,JNB,UM,682,762,,,,,,,,
BUQVFAUM,BUQ,VFA,UM,362,732,,,,,,,,
BURDENWN,BUR,DEN,WN,1366,73W,,,,,,,,
BURIPLK5,BUR,IPL,K5,299,CNC,,,,,,,,
BURJFKB6,BUR,JFK,B6,3958,320,,,,,,,,
BURLASWN,BUR,LAS,WN,359,73W,,,,,,,,
BUROAKWN,BUR,OAK,WN,523,73W,73H,,,,,,,
BURPHXWN,BUR,PHX,WN,592,73W,,,,,,,,
BURSEAAS,BUR,SEA,AS,1510,73H,73G,,,,,,,
BURSJCWN,BUR,SJC,WN,477,73W,,,,,,,,
BURSMFWN,BUR,SMF,WN,577,73W,,,,,,,,
BUSDMEA9,BUS,DME,A9,1558,CRJ,,,,,,,,
BUSDMES7,BUS,DME,S7,1558,319,,,,,,,,
BUSISTTK,BUS,IST,TK,1069,738,73W,319,,,,,,
BUSMSQB2,BUS,MSQ,B2,1694,CRJ,,,,,,,,
BUSTBSA9,BUS,TBS,A9,279,CRJ,,,,,,,,
BUXBNCBU,BUX,BNC,BU,138,F50,,,,,,,,
BUXGOMBU,BUX,GOM,BU,376,F50,,,,,,,,
BUXIRPBU,BUX,IRP,BU,324,F50,,,,,,,,
BUZDXBEP,BUZ,DXB,EP,608,100,,,,,,,,
BUZMHDEP,BUZ,MHD,EP,1156,100,,,,,,,,
BUZSYZIR,BUZ,SYZ,IR,183,100,,,,,,,,
BUZTHREP,BUZ,THR,EP,751,100,,,,,,,,
BUZTHRIR,BUZ,THR,IR,751,100,M82,AB4,,,,,,
BVAACEFR,BVA,ACE,FR,2640,738,,,,,,,,
BVAAGPFR,BVA,AGP,FR,1518,738,,,,,,,,
BVAAHOFR,BVA,AHO,FR,1094,738,,,,,,,,
BVAALCFR,BVA,ALC,FR,1260,738,,,,,,,,
BVABCNFR,BVA,BCN,FR,907,738,,,,,,,,
BVABDSFR,BVA,BDS,FR,1577,738,,,,,,,,
BVABEGW6,BVA,BEG,W6,1465,320,,,,,,,,
BVABGYFR,BVA,BGY,FR,707,738,,,,,,,,
BVABLQFR,BVA,BLQ,FR,884,738,,,,,,,,
BVABRIFR,BVA,BRI,FR,1468,738,,,,,,,,
BVABTSFR,BVA,BTS,FR,1113,738,,,,,,,,
BVABUDFR,BVA,BUD,FR,1281,738,,,,,,,,
BVABZRFR,BVA,BZR,FR,688,738,,,,,,,,
BVACAGFR,BVA,CAG,FR,1260,738,,,,,,,,
BVACIAFR,BVA,CIA,FR,1176,738,,,,,,,,
BVACLJW6,BVA,CLJ,W6,1623,320,,,,,,,,
BVADUBFR,BVA,DUB,FR,729,738,,,,,,,,
BVAFAOFR,BVA,FAO,FR,1603,738,,,,,,,,
BVAFEZFR,BVA,FEZ,FR,1822,738,,,,,,,,
BVAGDNW6,BVA,GDN,W6,1244,320,,,,,,,,
BVAGROFR,BVA,GRO,FR,841,738,,,,,,,,
BVAGSEFR,BVA,GSE,FR,1125,738,,,,,,,,
BVAKIV9U,BVA,KIV,9U,1997,E90,,,,,,,,
BVAKRKFR,BVA,KRK,FR,1268,738,,,,,,,,
BVAKTWW6,BVA,KTW,W6,1216,320,,,,,,,,
BVALISFR,BVA,LIS,FR,1485,738,,,,,,,,
BVAMADFR,BVA,MAD,FR,1093,738,,,,,,,,
BVAMANFR,BVA,MAN,FR,530,738,,,,,,,,
BVANDRFR,BVA,NDR,FR,1662,738,,,,,,,,
BVANYOFR,BVA,NYO,FR,1411,738,,,,,,,,
BVAOPOFR,BVA,OPO,FR,1240,738,,,,,,,,
BVAOTPW6,BVA,OTP,W6,1888,320,,,,,,,,
BVAOUDFR,BVA,OUD,FR,1664,738,,,,,,,,
BVAPMIFR,BVA,PMI,FR,1102,738,,,,,,,,
BVAPOZW6,BVA,POZ,W6,1080,320,,,,,,,,
BVAPSAFR,BVA,PSA,FR,900,738,,,,,,,,
BVAPSRFR,BVA,PSR,FR,1214,738,,,,,,,,
BVAPUYFR,BVA,PUY,FR,1025,738,,,,,,,,
BVARAKFR,BVA,RAK,FR,2157,738,,,,,,,,
BVARBAFR,BVA,RBA,FR,1861,738,,,,,,,,
BVARYGFR,BVA,RYG,FR,1236,738,,,,,,,,
BVARZEK2,BVA,RZE,K2,1427,DH4,,,,,,,,
BVASNNFR,BVA,SNN,FR,850,738,,,,,,,,
BVASOFW6,BVA,SOF,W6,1798,320,,,,,,,,
BVASVQFR,BVA,SVQ,FR,1484,738,,,,,,,,
BVATFSFR,BVA,TFS,FR,2862,738,,,,,,,,
BVATGMW6,BVA,TGM,W6,1687,320,,,,,,,,
BVATNGFR,BVA,TNG,FR,1660,738,,,,,,,,
BVATPSFR,BVA,TPS,FR,1528,738,,,,,,,,
BVATRSFR,BVA,TRS,FR,940,738,,,,,,,,
BVATSFFR,BVA,TSF,FR,866,738,,,,,,,,
BVATSRW6,BVA,TSR,W6,1492,320,,,,,,,,
BVAVLCFR,BVA,VLC,FR,1127,738,,,,,,,,
BVAVNOFR,BVA,VNO,FR,1677,738,,,,,,,,
BVAVNOW6,BVA,VNO,W6,1677,320,,,,,,,,
BVAWAWW6,BVA,WAW,W6,1354,320,,,,,,,,
BVAWMIFR,BVA,WMI,FR,1337,738,,,,,,,,
BVAWROW6,BVA,WRO,W6,1064,320,,,,,,,,
BVAZADFR,BVA,ZAD,FR,1168,738,,,,,,,,
BVAZAZFR,BVA,ZAZ,FR,900,738,,,,,,,,
BVBMAOAD,BVB,MAO,AD,658,AT7,,,,,,,,
BVBMAOG3,BVB,MAO,G3,658,738,73G,,,,,,,
BVBMAOJJ,BVB,MAO,JJ,658,320,,,,,,,,
BVCBHXTO,BVC,BHX,TO,4445,75W,,,,,,,,
BVCLGWTO,BVC,LGW,TO,4385,75W,,,,,,,,
BVCLISTP,BVC,LIS,TP,2852,320,,,,,,,,
BVCLISVR,BVC,LIS,VR,2852,738,,,,,,,,
BVCMANTO,BVC,MAN,TO,4511,75W,,,,,,,,
BVCRAIVR,BVC,RAI,VR,150,AT7,,,,,,,,
BVCSIDLG,BVC,SID,LG,68,73W,,,,,,,,
BVCSIDSE,BVC,SID,SE,68,738,,,,,,,,
BVCSIDVR,BVC,SID,VR,68,AT7,,,,,,,,
BVCSIDX3,BVC,SID,X3,68,73H,,,,,,,,
BVEAJAA5,BVE,AJA,A5,794,AT5,,,,,,,,
BVELCYWX,BVE,LCY,WX,519,AR8,,,,,,,,
BVEORYA5,BVE,ORY,A5,264,AT5,,,,,,,,
BVESTNFR,BVE,STN,FR,534,738,,,,,,,,
BVGBJFWF,BVG,BJF,WF,39,DH2,DH1,,,,,,,
BVGHFTWF,BVG,HFT,WF,198,DH1,,,,,,,,
BVGMEHWF,BVG,MEH,WF,47,DH2,,,,,,,,
BVGVDSWF,BVG,VDS,WF,95,DH1,,,,,,,,
BVHCGBAD,BVH,CGB,AD,541,AT7,,,,,,,,
BVIBEUQ6,BVI,BEU,Q6,173,DH1,,,,,,,,
BVIWNRQ6,BVI,WNR,Q6,337,DH1,,,,,,,,
BVVUUSHZ,BVV,UUS,HZ,438,DH8,,,,,,,,
BWAKTMYT,BWA,KTM,YT,193,J41,,,,,,,,
BWIABQWN,BWI,ABQ,WN,2682,73W,,,,,,,,
BWIALBWN,BWI,ALB,WN,464,73W,,,,,,,,
BWIATLDL,BWI,ATL,DL,928,M88,757,M90,73W,320,717,,,
BWIATLFL,BWI,ATL,FL,928,73G,,,,,,,,
BWIATLWN,BWI,ATL,WN,928,73W,733,73C,,,,,,
BWIAUAFL,BWI,AUA,FL,3038,73G,,,,,,,,
BWIAUSWN,BWI,AUS,WN,2157,73W,73C,,,,,,,
BWIBDLWN,BWI,BDL,WN,456,73W,738,73C,733,,,,,
BWIBHMWN,BWI,BHM,WN,1097,73C,73W,,,,,,,
BWIBNAWN,BWI,BNA,WN,944,733,73C,73W,,,,,,
BWIBOSB6,BWI,BOS,B6,594,E90,,,,,,,,
BWIBOSWN,BWI,BOS,WN,594,73W,73C,733,,,,,,
BWIBUFWN,BWI,BUF,WN,453,73C,73W,738,,,,,,
BWICHSWN,BWI,CHS,WN,761,73W,73C,,,,,,,
BWICLEWN,BWI,CLE,WN,505,73C,733,73W,,,,,,
BWICLTAA,BWI,CLT,AA,581,E90,321,757,319,737,320,,,
BWICLTUS,BWI,CLT,US,581,E90,321,752,319,734,320,,,
BWICLTWN,BWI,CLT,WN,581,73W,,,,,,,,
BWICMHWN,BWI,CMH,WN,541,73W,,,,,,,,
BWICUNFL,BWI,CUN,FL,2240,73G,,,,,,,,
BWICVGDL,BWI,CVG,DL,690,ERJ,,,,,,,,
BWIDAYWN,BWI,DAY,WN,652,73W,73C,,,,,,,
BWIDENUA,BWI,DEN,UA,2394,739,320,738,,,,,,
BWIDENWN,BWI,DEN,WN,2394,73W,,,,,,,,
BWIDFWAA,BWI,DFW,AA,1955,M83,M80,,,,,,,
BWIDFWNK,BWI,DFW,NK,1955,320,,,,,,,,
BWIDFWUS,BWI,DFW,US,1955,M83,M80,,,,,,,
BWIDTWDL,BWI,DTW,DL,657,320,M88,M90,ERJ,,,,,
BWIDTWWN,BWI,DTW,WN,657,73W,73C,,,,,,,
BWIECPWN,BWI,ECP,WN,1286,73W,73C,,,,,,,
BWIFLLFL,BWI,FLL,FL,1493,717,,,,,,,,
BWIFLLNK,BWI,FLL,NK,1493,320,,,,,,,,
BWIFLLWN,BWI,FLL,WN,1493,73W,73C,733,,,,,,
BWIFNTWN,BWI,FNT,WN,727,73W,,,,,,,,
BWIFPOUP,BWI,FPO,UP,1416,734,,,,,,,,
BWIGRRWN,BWI,GRR,WN,849,73W,73C,,,,,,,
BWIGSPWN,BWI,GSP,WN,685,73C,73W,,,,,,,
BWIHOUWN,BWI,HOU,WN,2003,733,73H,73W,73C,738,,,,
BWIIAHUA,BWI,IAH,UA,1986,320,73G,739,319,738,,,,
BWIINDWN,BWI,IND,WN,828,73W,73C,733,,,,,,
BWIISPWN,BWI,ISP,WN,353,73W,,,,,,,,
BWIJAXWN,BWI,JAX,WN,1068,733,73W,73C,,,,,,
BWILASFL,BWI,LAS,FL,3381,73G,,,,,,,,
BWILASNK,BWI,LAS,NK,3381,320,,,,,,,,
BWILASWN,BWI,LAS,WN,3381,73H,73W,738,,,,,,
BWILAXUA,BWI,LAX,UA,3740,319,738,,,,,,,
BWILAXWN,BWI,LAX,WN,3740,738,73H,,,,,,,
BWILHRAY,BWI,LHR,AY,5833,767,,,,,,,,
BWILHRBA,BWI,LHR,BA,5833,767,,,,,,,,
BWILITWN,BWI,LIT,WN,1466,73C,73W,,,,,,,
BWIMBJFL,BWI,MBJ,FL,2302,73G,,,,,,,,
BWIMCIWN,BWI,MCI,WN,1552,73W,73C,733,,,,,,
BWIMCOFL,BWI,MCO,FL,1269,717,,,,,,,,
BWIMCOWN,BWI,MCO,WN,1269,733,73W,73C,738,73H,,,,
BWIMDWWN,BWI,MDW,WN,981,73W,73H,,,,,,,
BWIMEMWN,BWI,MEM,WN,1265,73C,73W,,,,,,,
BWIMHTWN,BWI,MHT,WN,606,73W,733,73C,73H,,,,,
BWIMIAAA,BWI,MIA,AA,1526,738,,,,,,,,
BWIMIAUS,BWI,MIA,US,1526,738,,,,,,,,
BWIMKEWN,BWI,MKE,WN,1029,733,73W,73C,,,,,,
BWIMSPDL,BWI,MSP,DL,1504,320,M88,M90,319,,,,,
BWIMSPNK,BWI,MSP,NK,1504,319,,,,,,,,
BWIMSYWN,BWI,MSY,WN,1606,73H,733,73W,,,,,,
BWIMYRNK,BWI,MYR,NK,644,320,,,,,,,,
BWINASFL,BWI,NAS,FL,1574,73G,,,,,,,,
BWIOKCWN,BWI,OKC,WN,1894,733,73C,,,,,,,
BWIORDUA,BWI,ORD,UA,998,73G,738,320,739,319,,,,
BWIORFWN,BWI,ORF,WN,257,73C,73W,,,,,,,
BWIPBIWN,BWI,PBI,WN,1425,73W,733,,,,,,,
BWIPHLAA,BWI,PHL,AA,145,319,DH3,E90,,,,,,
BWIPHLUS,BWI,PHL,US,145,319,E90,,,,,,,
BWIPHXAA,BWI,PHX,AA,3210,319,320,,,,,,,
BWIPHXUS,BWI,PHX,US,3210,319,320,,,,,,,
BWIPHXWN,BWI,PHX,WN,3210,73W,738,,,,,,,
BWIPITWN,BWI,PIT,WN,338,73W,73C,,,,,,,
BWIPUJFL,BWI,PUJ,FL,2427,73G,,,,,,,,
BWIPVDWN,BWI,PVD,WN,527,73W,73C,738,73H,,,,,
BWIPWMWN,BWI,PWM,WN,726,73W,73C,,,,,,,
BWIRDUDL,BWI,RDU,DL,412,ERJ,,,,,,,,
BWIRDUWN,BWI,RDU,WN,412,73W,73C,733,,,,,,
BWIROCWN,BWI,ROC,WN,446,73W,,,,,,,,
BWIRSWFL,BWI,RSW,FL,1483,717,,,,,,,,
BWIRSWWN,BWI,RSW,WN,1483,73W,73C,733,,,,,,
BWISANWN,BWI,SAN,WN,3686,73H,73W,738,,,,,,
BWISATWN,BWI,SAT,WN,2262,73W,,,,,,,,
BWISDFWN,BWI,SDF,WN,795,73W,73C,,,,,,,
BWISEAWN,BWI,SEA,WN,3748,73W,,,,,,,,
BWISFOUA,BWI,SFO,UA,3944,738,739,319,,,,,,
BWISJUWN,BWI,SJU,WN,2525,738,73W,,,,,,,
BWISLCDL,BWI,SLC,DL,2993,320,,,,,,,,
BWISLCWN,BWI,SLC,WN,2993,73W,,,,,,,,
BWISTLWN,BWI,STL,WN,1184,73W,73H,733,,,,,,
BWITPAFL,BWI,TPA,FL,1358,717,,,,,,,,
BWITPAWN,BWI,TPA,WN,1358,73C,73W,738,73H,,,,,
BWKZAGOU,BWK,ZAG,OU,277,DH4,,,,,,,,
BWNBKIBI,BWN,BKI,BI,166,320,,,,,,,,
BWNBKIMH,BWN,BKI,MH,166,320,,,,,,,,
BWNBKKBI,BWN,BKK,BI,1833,319,320,,,,,,,
BWNCGKBI,BWN,CGK,BI,1536,319,,,,,,,,
BWNDWCBI,BWN,DWC,BI,6735,787,,,,,,,,
BWNHKGBI,BWN,HKG,BI,1934,320,,,,,,,,
BWNJEDBI,BWN,JED,BI,8336,787,,,,,,,,
BWNKULAK,BWN,KUL,AK,1487,320,,,,,,,,
BWNKULBI,BWN,KUL,BI,1487,319,320,,,,,,,
BWNKULMH,BWN,KUL,MH,1487,738,,,,,,,,
BWNMELBI,BWN,MEL,BI,5659,787,,,,,,,,
BWNMNL5J,BWN,MNL,5J,1255,320,,,,,,,,
BWNMNLBI,BWN,MNL,BI,1255,320,,,,,,,,
BWNMZVBI,BWN,MZV,BI,101,AT7,,,,,,,,
BWNPVGBI,BWN,PVG,BI,3001,320,,,,,,,,
BWNSINBI,BWN,SIN,BI,1278,320,,,,,,,,
BWNSINSQ,BWN,SIN,SQ,1278,773,320,,,,,,,
BWNSUBBI,BWN,SUB,BI,1391,320,319,,,,,,,
BWTKNSSH,BWT,KNS,SH,200,SWM,,,,,,,,
BWTLSTSH,BWT,LST,SH,138,SWM,,,,,,,,
BWTMELZL,BWT,MEL,ZL,378,SF3,,,,,,,,
BXRTHREP,BXR,THR,EP,994,100,,,,,,,,
BXUCEB5J,BXU,CEB,5J,223,319,,,,,,,,
BXUMNL2P,BXU,MNL,2P,786,320,,,,,,,,
BXUMNL5J,BXU,MNL,5J,786,320,,,,,,,,
BXUMNLPR,BXU,MNL,PR,786,320,,,,,,,,
BYCSRZA4,BYC,SRZ,A4,464,SWM,,,,,,,,
BYCSRZZ8,BYC,SRZ,Z8,464,SWM,,,,,,,,
BYCTJAA4,BYC,TJA,A4,117,SWM,,,,,,,,
BYCTJAZ8,BYC,TJA,Z8,117,SWM,,,,,,,,
BYNLTIMR,BYN,LTI,MR,345,F50,,,,,,,,
BYNULNMR,BYN,ULN,MR,496,F50,,,,,,,,
BYOVCPAD,BYO,VCP,AD,979,AT7,,,,,,,,
BZEATLDL,BZE,ATL,DL,1831,319,M88,,,,,,,
BZEBCV9N,BZE,BCV,9N,6786,CNC,,,,,,,,
BZECLTAA,BZE,CLT,AA,2096,319,,,,,,,,
BZECLTUS,BZE,CLT,US,2096,319,,,,,,,,
BZECUK9N,BZE,CUK,9N,36,CNC,,,,,,,,
BZECUKMY,BZE,CUK,MY,36,CNC,,,,,,,,
BZECUN9N,BZE,CUN,9N,417,CNC,,,,,,,,
BZEDFWAA,BZE,DFW,AA,1918,738,,,,,,,,
BZEDFWUS,BZE,DFW,US,1918,738,,,,,,,,
BZEDGA9N,BZE,DGA,9N,64,CNC,,,,,,,,
BZEDGAMY,BZE,DGA,MY,64,CNC,,,,,,,,
BZEEWRUA,BZE,EWR,UA,2909,738,,,,,,,,
BZEFRS5U,BZE,FRS,5U,180,CNA,,,,,,,,
BZEFRS9N,BZE,FRS,9N,180,CNC,,,,,,,,
BZEIAHUA,BZE,IAH,UA,1557,73G,738,,,,,,,
BZELAXDL,BZE,LAX,DL,3503,320,,,,,,,,
BZEMIAAA,BZE,MIA,AA,1236,738,,,,,,,,
